0,1,2,3,4,5
0.8276874625723686,0.8568221150548138,1.0,0.16908102033508288,0.1723125374276314,0.14317788494518627
0.7667542562580614,0.8061915142927257,1.0,0.16908102033508288,0.23324574374193868,0.1938084857072743
0.27224091158047803,0.39529064036289485,1.0,0.16908102033508288,0.727759088419522,0.6047093596371051
0.9956011061838367,0.9963448673673502,0.998641304347826,0.16908102033508288,0.0038627006702073,0.0032095991912577965
0.4991784546671502,0.5838575127950217,1.0,0.16908102033508288,0.5008215453328498,0.41614248720497826
0.8337409652773669,0.8618520896320259,1.0,0.16908102033508288,0.16625903472263315,0.13814791036797416
0.5538475162884958,0.6292831124050396,1.0,0.16908102033508288,0.4461524837115041,0.3707168875949603
0.7671744666065083,0.8065406753442315,1.0,0.16908102033508288,0.23282553339349163,0.19345932465576857
0.0,0.19369679810534016,1.0,0.19369761514688905,1.0,0.8063032018946599
0.6818555125170225,0.7356474766561232,1.0,0.16908102033508288,0.3181444874829775,0.26435252334387677
0.8500683568686854,0.875418840754266,1.0,0.16908102033508288,0.1499316431313146,0.12458115924573396
0.8068086537974313,0.8394735017877055,0.9972826086956522,0.16908102033508288,0.1921189599106568,0.1596354313295104
0.8924429006274298,0.910628683421299,1.0,0.16908102033508288,0.10755709937257024,0.08937131657870105
0.7511309098499519,0.793209768174254,1.0,0.16908102033508288,0.24886909015004813,0.20679023182574596
0.793341269281504,0.8282831868514088,1.0,0.16908102033508288,0.20665873071849603,0.17171681314859116
0.6860278399052626,0.7391143456265996,1.0,0.16908102033508288,0.3139721600947374,0.26088565437340033
0.9895880910261096,0.9913485346902728,1.0,0.16908102033508288,0.010411908973890466,0.00865146530972719
0.9940741100225514,0.9950760561938747,0.9918478260869565,0.16908102033508288,0.002708731101712768,0.0022507431577730294
0.9875164119940573,0.9896271357959167,1.0,0.16908102033508288,0.012483588005942682,0.010372864204083359
0.7721201222830669,0.8106501180145378,1.0,0.16908102033508288,0.22787987771693302,0.18934988198546224
0.8302691022454236,0.8589672502857383,1.0,0.16908102033508288,0.1697308977545764,0.14103274971426172
0.6856159517212684,0.7387720996253822,1.0,0.16908102033508288,0.31438404827873156,0.2612279003746178
0.9836477722400458,0.986412606859636,1.0,0.16908102033508288,0.01635222775995415,0.013587393140363965
0.707223461875814,0.7567262052152711,1.0,0.16908102033508288,0.29277653812418597,0.24327379478472888
0.9494669796404546,0.9580111133469716,1.0,0.16908102033508288,0.05053302035954543,0.04198888665302836
0.6163169656134805,0.6811902077298123,0.998641304347826,0.16908102033508288,0.38314684124056353,0.3183642588287956
0.42196389241843063,0.5196984128443537,1.0,0.16908102033508288,0.5780361075815694,0.4803015871556463
0.8768352180098341,0.8976599526547494,1.0,0.16908102033508288,0.12316478199016588,0.10234004734525057
0.6983391075977359,0.7493440203329912,0.9959239130434783,0.16908102033508288,0.3000523129643963,0.24931937934283271
0.8046571974171005,0.8376858143240311,1.0,0.16908102033508288,0.1953428025828995,0.1623141856759689
0.7385690215092577,0.7827718478371082,1.0,0.16908102033508288,0.26143097849074226,0.21722815216289185
0.9916539675050198,0.9930651121289843,1.0,0.16908102033508288,0.00834603249498025,0.006934887871015718
0.635245402849699,0.6969182188870423,1.0,0.16908102033508288,0.364754597150301,0.3030817811129577
0.7291410766057099,0.7749379828020688,1.0,0.16908102033508288,0.27085892339429,0.22506201719793117
0.5613171150214665,0.6354897490515874,1.0,0.16908102033508288,0.4386828849785335,0.36451025094841255
0.8598882254498553,0.8835783628891228,1.0,0.16908102033508288,0.14011177455014465,0.11642163711087714
