0,1,2,3,4,5,6
0.00011863443089472062,0.0,1.0,0.0,0.0,0.0,0.0
0.00015335670335171202,1.0,0.0,0.0,0.0,0.0,0.0
0.000193866021218202,1.0,0.0,0.0,0.0,0.0,0.0
0.00021412068015144698,0.0,1.0,0.0,0.0,0.0,0.0
0.00021846096420857092,1.0,0.0,0.0,0.0,0.0,0.0
0.00024160914584656518,1.0,0.0,0.0,0.0,0.0,0.0
0.0003081601680557987,0.0,1.0,0.0,0.0,0.0,0.0
0.00042534783759814467,1.0,0.0,0.0,0.0,0.0,0.0
0.0005367484617309921,1.0,0.0,0.0,0.0,0.0,0.0
0.0008289942549106697,1.0,0.0,0.0,0.0,0.0,0.0
0.0009389481176911425,0.0,1.0,0.0,0.0,0.0,0.0
0.0011255803321474714,1.0,0.0,0.0,0.0,0.0,0.0
0.0013556153871750393,0.0,0.0,0.0,0.0,1.0,0.0
0.00185764157644904,0.0,1.0,0.0,0.0,0.0,0.0
0.002019678847915,1.0,0.0,0.0,0.0,0.0,0.0
0.0020442737909053686,1.0,0.0,0.0,0.0,0.0,0.0
0.0020659752111909886,0.0,1.0,0.0,0.0,0.0,0.0
0.0021223989039335996,1.0,0.0,0.0,0.0,0.0,0.0
0.0021498873696287175,1.0,0.0,0.0,0.0,0.0,0.0
0.0021990772556094553,1.0,0.0,0.0,0.0,0.0,0.0
0.0022786491299900606,1.0,0.0,0.0,0.0,0.0,0.0
0.0024247720265798997,1.0,0.0,0.0,0.0,0.0,0.0
0.0024609410603892655,0.0,1.0,0.0,0.0,0.0,0.0
0.002554980548293617,1.0,0.0,0.0,0.0,0.0,0.0
0.0025795754912839863,0.0,0.0,0.0,1.0,0.0,0.0
0.002596936627512482,1.0,0.0,0.0,0.0,0.0,0.0
0.002669274695131214,1.0,0.0,0.0,0.0,0.0,0.0
0.002822631398482926,1.0,0.0,0.0,0.0,0.0,0.0
0.0028906291820445344,1.0,0.0,0.0,0.0,0.0,0.0
0.002894969466101658,0.0,1.0,0.0,0.0,0.0,0.0
